region_id,city,district
1,경기도,여주시
2,경기도,부천시원미구
3,대구광역시,군위군
4,경기도,부천시소사구
5,경상남도,통영시
6,경상북도,영덕군
7,충청북도,음성군
8,세종특별자치시,세종시
9,경기도,가평군
10,충청북도,청주시상당구
11,충청북도,청주시서원구
12,충청북도,청주시흥덕구
13,경기도,부천시오정구
14,경상북도,예천군
15,경기도,양평군
16,전북특별자치도,정읍시
17,경상북도,성주군
18,전라남도,담양군
19,제주특별자치도,제주시
20,제주특별자치도,서귀포시
21,경기도,용인시처인구
22,경기도,화성시동탄구
23,경기도,파주시
24,충청북도,청주시
25,충청북도,영동군
26,경기도,화성시병점구
27,경기도,화성시만세구
28,경기도,화성시효행구
29,경기도,연천군
30,충청남도,예산군
31,충청북도,청주시청원구
32,충청북도,충주시
33,부산광역시,부산진구
34,광주광역시,광산구
35,충청남도,공주시
36,충청남도,서산시
37,충청남도,부여군
38,충청남도,서천군
39,충청남도,당진시
40,충청남도,청양군
41,충청북도,제천시
42,충청남도,홍성군
43,충청북도,괴산군
44,충청북도,단양군
45,충청북도,옥천군
46,충청남도,보령시
47,충청남도,논산시
48,충청남도,천안시동남구
49,충청남도,태안군
50,충청남도,금산군
51,충청북도,보은군
52,충청북도,증평군
53,충청남도,천안시서북구
54,충청남도,아산시
55,충청북도,진천군
56,충청남도,계룡시
57,충청남도,천안시
58,서울특별시,종로구
59,서울특별시,중구
60,서울특별시,은평구
61,서울특별시,서대문구
62,부산광역시,서구
63,부산광역시,동구
64,부산광역시,영도구
65,부산광역시,동래구
66,대구광역시,달성군
67,광주광역시,서구
68,광주광역시,남구
69,광주광역시,북구
70,울산광역시,울주군
71,서울특별시,동작구
72,서울특별시,관악구
73,부산광역시,중구
74,인천광역시,중구
75,경기도,안양시만안구
76,경기도,안양시동안구
77,경기도,부천시
78,경기도,고양시일산동구
79,경기도,고양시일산서구
80,경기도,과천시
81,경기도,구리시
82,경기도,용인시기흥구
83,경기도,수원시
84,경기도,안성시
85,경기도,광주시
86,경기도,광명시
87,경기도,김포시
88,경기도,남양주시
89,서울특별시,용산구
90,서울특별시,서초구
91,서울특별시,강남구
92,경기도,화성시
93,서울특별시,성동구
94,서울특별시,송파구
95,서울특별시,강동구
96,부산광역시,남구
97,부산광역시,북구
98,부산광역시,해운대구
99,부산광역시,사하구
100,부산광역시,금정구
101,부산광역시,강서구
102,인천광역시,동구
103,인천광역시,연수구
104,인천광역시,남동구
105,대전광역시,동구
106,부산광역시,연제구
107,부산광역시,수영구
108,부산광역시,사상구
109,부산광역시,기장군
110,경기도,수원시장안구
111,인천광역시,부평구
112,경기도,평택시
113,대전광역시,중구
114,대전광역시,서구
115,경기도,오산시
116,서울특별시,마포구
117,경기도,수원시권선구
118,경기도,군포시
119,경기도,시흥시
120,서울특별시,동대문구
121,대구광역시,중구
122,서울특별시,양천구
123,인천광역시,계양구
124,인천광역시,서구
125,인천광역시,강화군
126,대전광역시,유성구
127,경기도,이천시
128,대구광역시,동구
129,경기도,수원시팔달구
130,경기도,수원시영통구
131,경기도,성남시
132,경기도,동두천시
133,대전광역시,대덕구
134,울산광역시,중구
135,울산광역시,남구
136,경기도,의왕시
137,경기도,하남시
138,경기도,용인시
139,서울특별시,강서구
140,서울특별시,구로구
141,서울특별시,광진구
142,서울특별시,노원구
143,경상북도,상주시
144,경기도,안산시
145,경기도,양주시
146,경기도,포천시
147,서울특별시,중랑구
148,서울특별시,성북구
149,서울특별시,금천구
150,서울특별시,영등포구
151,대구광역시,서구
152,대구광역시,남구
153,대구광역시,북구
154,대구광역시,수성구
155,인천광역시,옹진군
156,울산광역시,동구
157,울산광역시,북구
158,대구광역시,달서구
159,경기도,성남시수정구
160,경기도,성남시중원구
161,경기도,성남시분당구
162,경기도,의정부시
163,광주광역시,동구
164,경기도,안산시상록구
165,경기도,안산시단원구
166,경기도,고양시
167,경기도,안양시
168,경기도,고양시덕양구
169,서울특별시,강북구
170,서울특별시,도봉구
171,전라남도,구례군
172,전라남도,여수시
173,전라남도,순천시
174,전라남도,화순군
175,경상북도,청송군
176,전라남도,나주시
177,전라남도,고흥군
178,전라남도,광양시
179,전라남도,해남군
180,경상북도,봉화군
181,경기도,용인시수지구
182,경상남도,거창군
183,전라남도,장흥군
184,전라남도,목포시
185,전라남도,영암군
186,전라남도,무안군
187,전라남도,보성군
188,전라남도,곡성군
189,전라남도,강진군
190,경상북도,포항시북구
191,전라남도,함평군
192,전라남도,장성군
193,전라남도,완도군
194,경상북도,김천시
195,경상북도,안동시
196,경상북도,영주시
197,경상북도,영천시
198,경상북도,의성군
199,전라남도,신안군
200,경상북도,문경시
201,경상북도,경주시
202,전라남도,영광군
203,경상북도,경산시
204,경상북도,영양군
205,경상북도,포항시남구
206,경상북도,구미시
207,경상북도,포항시
208,전라남도,진도군
209,경상남도,진주시
210,경상남도,사천시
211,경상남도,거제시
212,경상남도,양산시
213,경상북도,울진군
214,경상남도,김해시
215,경상북도,고령군
216,경상남도,함안군
217,경상남도,창녕군
218,경상북도,칠곡군
219,경상남도,창원시
220,경상남도,창원시의창구
221,경상북도,울릉군
222,경상남도,밀양시
223,경상북도,청도군
224,경상남도,합천군
225,경상남도,함양군
226,경상남도,창원시성산구
227,경상남도,창원시마산합포구
228,경상남도,의령군
229,경상남도,남해군
230,경상남도,창원시마산회원구
231,경상남도,창원시진해구
232,경상남도,고성군
233,경상남도,산청군
234,경상남도,하동군
235,인천광역시,미추홀구
236,강원특별자치도,춘천시
237,강원특별자치도,원주시
238,강원특별자치도,강릉시
239,강원특별자치도,동해시
240,강원특별자치도,태백시
241,강원특별자치도,속초시
242,강원특별자치도,삼척시
243,강원특별자치도,홍천군
244,강원특별자치도,횡성군
245,강원특별자치도,영월군
246,강원특별자치도,평창군
247,강원특별자치도,정선군
248,강원특별자치도,철원군
249,강원특별자치도,화천군
250,강원특별자치도,양구군
251,강원특별자치도,인제군
252,강원특별자치도,고성군
253,강원특별자치도,양양군
254,전북특별자치도,전주시
255,전북특별자치도,임실군
256,전북특별자치도,익산시
257,전북특별자치도,김제시
258,전북특별자치도,무주군
259,전북특별자치도,장수군
260,전북특별자치도,고창군
261,전북특별자치도,부안군
262,전북특별자치도,전주시완산구
263,전북특별자치도,전주시덕진구
264,전북특별자치도,군산시
265,전북특별자치도,남원시
266,전북특별자치도,완주군
267,전북특별자치도,진안군
268,전북특별자치도,순창군
