car_id,model_name,manufacturer_id
1938,CLA 200 d,1
1939,CLA 200 d 4MATIC,1
1940,Jetta 1.6 TDI BMT,18
1941,Golf 1.6 TDI BMT,18
1942,CC 2.0 TDI BMT,18
1943,2012년형 Mustang,16
1944,488GTB,7
1945,128i,4
1946,A6 50 TFSI Quattro,18
1947,A7 50 TFSI Quattro,18
1948,Z4 sDrive30i,4
1949,Z4 3.0si,4
1950,X3 3.0si,4
1951,VRSCDXA,6
1952,FLTRSE3,6
1953,FLHRSE4,6
1954,FLHTCUSE3,6
1955,VRSCDX,6
1956,VRSCAWA AN,6
1957,VRSCAW,6
1958,VRSCF,6
1959,렉서스 RC F,26
1960,렉서스 GS F,26
1961,렉서스 LC500,26
1962,ZX-10R/ZX10RR,37
1963,320d EfficientDynamics,4
1964,2014-2015년식 Fusion,16
1965,2014-2016년식 MKZ,16
1966,Q5 45(3.0)TDI Quattro(차량용),18
1967,SQ5 TDI Quattro(차량용),18
1968,Q5 2.0 TDI Quattro(보수용),18
1969,Q5 3.0 TDI Quattro(보수용),18
1970,Q5 35 TDI Quattro(보수용),18
1971,Q5 45(3.0) TDI Quattro(보수용),18
1972,SQ5 TDI Quattro(보수용),18
1973,레인지로버 벨라,30
1974,E-PACE,30
1975,2017년식 Kuga,16
1976,Q5 2.0 TDI Quattro(차량용),18
1977,Q5 35 TDI Quattro(차량용),18
1978,Q5 45 TDI Quattro(차량용),18
1979,아이오닉 하이브리드(AE HEV),10
1980,레이(TAM),19
1981,모닝(TA),19
1982,아이오닉 플러그인하이브리드(AE PHEV),10
1983,니로 플러그인하이브리드(DE PHEV),19
1984,니로 하이브리드(DE HEV),19
1985,Touareg 4.2,18
1986,Touareg 3.6,18
1987,Touareg 3.2,18
1988,SM6 2.0 GDe,31
1989,SM6 1.6 TCe,31
1990,SM6 2.0 LPe,31
1991,SM6 1.5 dCi,31
1992,캐딜락 STS,2
1993,EQ900,10
1994,G70,10
1995,E 220 d Cabriolet,1
1996,E 200 Coupe,1
1997,Mercedes-AMG C 43 4MATIC,1
1998,C 220 d 4MATIC L,1
1999,E 400 Cabriolet,1
2000,2005-2009년형 Mustang,16
2001,B 220,1
2002,CLA 220,1
2003,GLA 220,1
2004,B 250 e,1
2005,카니발(YP),19
2006,BEVERLY 350 SPORT TOURING ABS,52
2007,ROADMASTER ELITE,28
2008,SPRINGFIELD DARK HORSE,28
2009,QM6 2.0 GDe,31
2010,ActiveHybrid 7,4
2011,MINI Cooper John Cooper Works,4
2012,MINI Cooper S Countryman,4
2013,MINI Cooper S Countryman ALL4,4
2014,MINI Cooper S Coupe,4
2015,2015-2016년식 Mondeo,16
2016,2016년식 Kuga,16
2017,아록스 964,39
2018,카니발(VQ),19
2019,아록스 964 1830L 외 3종,39
2020,아록스 964 2626LS 외 4종,39
2021,G2X,5
2022,E 400 4MATIC Coupe,1
2023,E 220 d Coupe,1
2024,Mercedes-AMG C 63 Cabriolet,1
2025,S 400 d,1
2026,S 400 d 4MATIC,1
2027,마세라티 르반떼 S,7
2028,마세라티 르반떼 디젤,7
2029,마세라티 콰트로포르테 S Q4,7
2030,마세라티 기블리 S Q4,7
2031,마세라티 기블리,7
2032,마세라티 기블리 디젤,7
2033,MINI Countryman,4
2034,MINI Cooper five-door,4
2035,MINI Cooper D five-door,4
2036,MINI Cooper Convertible,4
2037,Citroen DS3 1.6 Blue-HDi,25
2038,닛산 알티마 (2.5),13
2039,E 250 BlueTEC 4MATIC,1
2040,E 350 BlueTEC 4MATIC,1
2041,E 350 4MATIC,1
2042,E 250 CDI 4MATIC,1
2043,E 220 BlueTEC,1
2044,E 200 Cabriolet,1
2045,E 400 Coupe,1
2046,C 220 CDI,1
2047,C 200 BlueEFFICIENCY,1
2048,C 230 / C 250,1
2049,C 220 CDI 4MATIC,1
2050,C 220 CDI BlueEFFICIENCY,1
2051,GLK 220 CDI 4MATIC,1
2052,E 350 Coupe,1
2053,200,15
2054,BMW 730d xDrive,4
2055,BMW 630d xDrive,4
2056,BMW 530d,4
2057,BMW 520d,4
2058,BMW 420d xDrive Gran Coupe,4
2059,BMW 420d Gran Coupe,4
2060,BMW 320d xDrive Gran Turismo,4
2061,BMW 320d xDrive,4
2062,BMW 320d Touring,4
2063,BMW 118d,4
2064,BMW X5 xDrive30d,4
2065,BMW X3 xDrive20d,4
2066,BMW 320d,4
2067,BMW 320d Gran Turismo,4
2068,BMW 730Ld xDrive,4
2069,BMW 740d xDrive,4
2070,BMW 740Ld xDrive,4
2071,BMW Active Tourer,4
2072,BMW X1 xDrive18d,4
2073,BMW X1 xDrive20d,4
2074,BMW X2 xDrive20d,4
2075,MINI Cooper SD five-door,4
2076,Supersport,8
2077,Supersport S,8
2078,BMW X3 xDrive30d,4
2079,A4 40(2.0) TFSI qu.,18
2080,A5 40(2.0) Cabriolet qu.,18
2081,A5 40(2.0) TFSI qu.,18
2082,A6 40(2.0) TFSI qu.,18
2083,911 GT3 RS,9
2084,캐딜락 CT6,2
2085,레인지로버 스포츠 플러그인하이브리드,30
2086,레인지로버 플러그인하이브리드,30
2087,F12 Berlinetta,7
2088,BMW M5,4
2089,아벤타도르 쿠페,18
2090,아벤타도르 쿠페 50,18
2091,아벤타도르 로드스터 피렐리,18
2092,아벤타도르 로드스터,18
2093,Peugeot 3008 2.0 Blue-HDi,25
2094,Citroen Grand C4Picasso 1.6 Blue-HDi,25
2095,Citroen Grand C4Picasso 2.0 Blue-HDi,25
2096,CC 2.0 TDI/CC2.0 TDI 4M GP/CC2.0 TDI BMT/CC2.0 TDI GP BMT,18
2097,CC 2.0 TSI/GP,18
2098,CC 3.6 4Motion,18
2099,Passat 2.0TDI,18
2100,Passat 2.0 TSI,18
2101,EOS 2.0,18
2102,A3 2.0 TDI/TFSI,18
2103,캐딜락,2
2104,Mercedes-AMG S 63 4MATIC Cabriolet,1
2105,Mercedes-AMG C 43 4MATIC Coupe,1
2106,Mercedes-AMG S 63 4MATIC Coupe,1
2107,SCOUT SIXTY,28
2108,SCOUT BOBBER,28
2109,SCOUT,28
2110,BRUTALE 800 DRAGSTER RR,54
2111,BRUTALE 800 RR,54
2112,2013년형 Mustang,16
2113,Citroen C4 SPACETOURER 2.0 Blue-HDi,25
2114,G310R,20
2115,G310GS,20
2116,BMW 520d xDrive,4
2117,BMW 420d Coupe,4
2118,BMW 325d,4
2119,BMW 320d EfficientDynamics Edition,4
2120,BMW Gran Turismo EfficientDynamics Edition,4
2121,BMW Gran Turismo 30d xDrive,4
2122,MTN690A(MT-07A),11
2123,BMW 730Ld,4
2124,BMW 120d,4
2125,BMW 120d Sport,4
2126,BMW 220d Coupe,4
2127,BMW 740d,4
2128,BMW Gran Turismo 20d,4
2129,BMW X6 xDrive30d,4
2130,BMW X5 xDrive40d,4
2131,BMW X4 xDrive30d,4
2132,BMW X4 xDrive20d,4
2133,BMW X3 xDrive35d,4
2134,BMW X1 xDrive25d,4
2135,BMW 435d xDrive Gran Coupe,4
2136,BMW 420d xDrive Coupe,4
2137,BMW Gran Turismo 30d,4
2138,BMW X6 xDrive40d,4
2139,BMW 520d Touring,4
2140,BMW 525d,4
2141,BMW 525d xDrive,4
2142,BMW 525d xDrive Touring,4
2143,BMW 530d xDrive,4
2144,BMW 535d,4
2145,BMW 640d xDrive Gran Coupe,4
2146,BMW 730d,4
2147,"AMG GLE 63 4MATIC, ML 63 AMG, ML 63",1
2148,GL 500 4MATIC,1
2149,"GL 63 AMG, GL 63 AMG 4MATIC",1
2150,AMG GLE 63 S 4MATIC,1
2151,S 350 D,1
2152,S 350 D 4MATIC,1
2153,S 400 D,1
2154,S 400 D 4MATIC,1
2155,S 450 4MATIC,1
2156,S 450 L,1
2157,MATBACH S 560 4MATIC,1
2158,Tiguan 2.0 TDI Allspace,18
2159,XC40,14
2160,Peugeot 308 GT 2.0 Blue-HDi,25
2161,CRF1000L,27
2162,그랜드 스타렉스,10
2163,2007-2009년형 MKZ,16
2164,GLC 250 D 4MATIC,1
2165,GLC 220 D 4MATIC,1
2166,C200 4MATIC,1
2167,AMG C43 4MATIC,1
2168,AMG C63,1
2169,E220 D,1
2170,"AMG C 43 4MATIC, C 450 AMG 4MATIC",1
2171,MINI Cooper Countryman,4
2172,MINI Cooper S five-door,4
2173,MINI John Cooper Works Convertible,4
2174,BMW 740Li xDrive,4
2175,BMW 530i,4
2176,BMW 530i xDrive,4
2177,BMW 330e iPerformance,4
2178,BMW 330i,4
2179,BMW 420i Coupe,4
2180,BMW 420i Gran Coupe,4
2181,BMW 430i Convertible,4
2182,BMW 430i Coupe,4
2183,BMW 740e iPerformance,4
2184,BMW 640i xDrive,4
2185,BMW 540i xDrive,4
2186,BMW 520i,4
2187,티볼리,38
2188,A6 4.2 qu,18
2189,A4 Cabriolet,18
2190,A6 2.7 TDI,18
2191,A6 3.0 qu.,18
2192,A6 3.2 FSI,18
2193,S4 4.2,18
2194,A4 3.2 qu.,18
2195,BMW X6 xDrive 30d,4
2196,BMW X6 xDrive 40d,4
2197,이쿼녹스,5
2198,볼트 (Volt),5
2199,볼트 (Bolt),5
2200,임팔라,5
2201,NINJA H2 SX SE,37
2202,아이오닉 플러그인하이브리드,10
2203,아이오닉 하이브리드,10
2204,싼타페(TM),10
2205,니로 하이브리드,19
2206,니로 플러그인하이브리드,19
2207,AMG S 63 4MATIC,1
2208,AMG S 63 4MATIC Cabriolet,1
2209,AMG S 63 4MATIC Coupe,1
2210,AMG E 63 4MATIC+,1
2211,CLS 400 d 4MATIC,1
2212,짚레니게이드,15
2213,Polo 1.4 TDI BMT,18
2214,R8 V10 plus Coupe,18
2215,C 220d Coupe,1
2216,재규어 XJ,30
2217,디스커버리4,30
2218,X6 xDrive 30d,4
2219,X6 xDrive 40d,4
2220,렉서스 ES300h,26
2221,디스커버리,30
2222,스팅어,19
2223,MERCEDES-AMG E 43 4MATIC,1
2224,500X,15
2225,C 300,1
2226,SR400,11
2227,QM3 dCi,31
2228,2012년식 Focus 2.0L 가솔린,16
2229,BMW 520d xDrive Touring,4
2230,BMW 750Ld xDrive,4
2231,BMW X5 M50d,4
2232,BMW X6 M50d,4
2233,BMW 420d,4
2234,BMW M550d xDrive,4
2235,FLHTKSE ANV,6
2236,FLTRXSE,6
2237,FLHXS ANV,6
2238,FLHX ANV,6
2239,FLHTK ANV,6
2240,FLHRXS,6
2241,E 220 D Coupe,1
2242,E 220 D Cabriolet,1
2243,E 220 D 4MATIC,1
2244,GLE 350 D 4MATIC,1
2245,"B 200 CDI, B 200 d",1
2246,"AMG GLE 63 4MATIC, ML 63 AMG",1
2247,"GLE 350 D 4MATIC, ML 350 BLUETEC 4MATIC",1
2248,"GLE 250 d 4MATIC, ML 250 BLUETEC 4MATIC",1
2249,"GLA 200 CDI, GLA 200 d",1
2250,"AMG G 63 4x4 2850, G 63 AMG 4X4 2850",1
2251,AMG G 65 4x4 2850,1
2252,G 350 d 4x4 2850,1
2253,"AMG CLA 45 4MATIC, CLA 45 AMG 4MATIC",1
2254,"CLA 200 CDI, CLA 200 D",1
2255,"CLA 200 CDI 4MATIC, CLA 200 D 4MATIC",1
2256,"GLA 200 CDI 4MATIC, GLA 200 d 4MATIC",1
2257,X-ADV,27
2258,벨로스터N,10
2259,코나 전기차,10
2260,Q5 3.0 TDI qu.,18
2261,Q5 2.0 TDI qu.,18
2262,Tiguan 2.0 TSI,18
2263,Passat 1.8 TSI,18
2264,Passat 2.5,18
2265,Q5 2.0 TDI qu,18
2266,TGS 26.440 6X4 BB,17
2267,MTN320A,11
2268,YZF-R3A,11
2269,TGX 28.560 6X2-2 BLS,17
2270,TGX 26.560 6X4 BLS,17
2271,TGS 26.440 6X4 BL,17
2272,MWS125,11
2273,TGS 28.400 6X2-2 BL,17
2274,TGS 35.440 8X4-4 BL,17
2275,TGS 44.440 10X4-6 BL,17
2276,TGS 44.480 10X4-6 BL,17
2277,Z4sDrive35is,4
2278,Z4sDrive35i,4
2279,Z4sDrive30i,4
2280,Tiguan 2.0 TDI 4M,18
2281,2018년식 Explorer,16
2282,Citroen DS5 2.0 Blue-HDi,25
2283,Peugeot 5008 2.0 Blue-HDi,25
2284,Citroen DS4 Crossback 1.6 Blue-HDi,25
2285,토요타 86(AT),26
2286,토요타 86(MT),26
2287,A1 Sport TDI 1.6,18
2288,Golf 1.4 TSI,18
2289,A3 25 TDI,18
2290,A3 Sportback 25 TDI,18
2291,Golf A7 1.4 TSI BMT,18
2292,Golf A7 1.6 TDI BMT,18
2293,Jetta 6 FL 2.0 TDI 110PS,18
2294,Polo 5 FL 1.4 TDI BMT,18
2295,맥라렌570S,56
2296,맥라렌650S,56
2297,맥라렌675LT,56
2298,Passat 2.0 TSI GP,18
2299,아반떼 스포츠,10
2300,i30(PD),10
2301,535d xDrive,4
2302,X3 xDrive,4
2303,X5 xDrive 35d,4
2304,328d xDrive,4
2305,AMG C 43 4MATIC,1
2306,M4 Coupe,4
2307,328d,4
2308,325d,4
2309,한쓰6.5톤극플러스트럭,57
2310,한쓰4.5톤극플러스트럭,57
2311,AMG S 63 4MATIC+,1
2312,E 450,1
2313,E 450 4MATIC Coupe,1
2314,MAYBACH S 560 4MATIC,1
2315,S 350,1
2316,Panigale V4,8
2317,Panigale V4 S,8
2318,Panigale V4 Special,8
2319,320d EfficientDynamics Edition,4
2320,BMW 328d,4
2321,BMW 328d xDrive,4
2322,BMW 535d xDrive,4
2323,BMW X5 xDrive 35d,4
2324,BMW X3 xDrive,4
2325,GSX-R1000/R,21
2326,GSX-S750A,21
2327,2011년식 Fusion,16
2328,2007-2010년식 MKX,16
2329,2010-2011년식 MKZ,16
2330,2012년식 Fusion,16
2331,2012년식 MKZ,16
2332,"콰트로포르테 GTS, 콰트로포르테 S Q4",7
2333,"기블리 350, 기블리 S Q4",7
2334,TGS/TGX,17
2335,Super Sport S,8
2336,Super Sport,8
2337,M821,8
2338,M1200 S,8
2339,M1200,8
2340,A3 40 TFSI,18
2341,DS7 Crossback 2.0 Blue-HDi,25
2342,BMW X6 M,4
2343,BMW 335i xDrive,4
2344,BMW 318d,4
2345,BMW 330d,4
2346,BMW X3 xDrive20i,4
2347,525I,4
2348,520D,4
2349,525D,4
2350,540I,4
2351,BMW X1 xDrive28i,4
2352,BMW X1 sDrive28i,4
2353,BMW X1 sDrive20d,4
2354,320D TOURING,4
2355,330e iPerformance,4
2356,328I,4
2357,320D,4
2358,BMW M6 Coupe,4
2359,BMW 123d,4
2360,BMW X3 xDrive2.5i,4
2361,BMW X3 xDrive3.0i,4
2362,BMW 335i,4
2363,BMW 116d,4
2364,BMW 120i,4
2365,BMW 116i,4
2366,BMW 118i,4
2367,X5 4.4I,4
2368,FB31,4
2369,X5 3.0D,4
2370,X5 3.0I,4
2371,X5 3.0,4
2372,220D COUPE,4
2373,335I CONVERTIBLE,4
2374,BMW 325i,4
2375,BMW 325xi,4
2376,BMW 330d xDrive,4
2377,520IA,4
2378,530D,4
2379,430i Convertible,4
2380,430i Coupe,4
2381,BMW 135i,4
2382,BMW 125i,4
2383,BMW 128i,4
2384,M235i,4
2385,M2 Coupe,4
2386,420i Coupe,4
2387,435d xDrive Gran Coupe,4
2388,420i Gran Coupe,4
2389,520I,4
2390,530I,4
2391,320I,4
2392,BMW X6 xDrive35i,4
2393,BMW X5 M,4
2394,BMW X5 xDrive35i,4
2395,BMW 320i,4
2396,BMW 318i,4
2397,BMW M3,4
2398,쏘나타(YF/LF),10
2399,그랜저(HG/IG),10
2400,2011-2017년식 Explorer,16
2401,2018년식 Mondeo,16
2402,K7(VG/YG),19
2403,K5(TF/JF),19
2404,파나메라 E 하이브리드,9
2405,뮬산(Mulsanne),18
2406,BMW X1 xDrive25i,4
2407,스프린터,39
2408,C 220d 4MATIC,1
2409,C 220d,1
2410,2014년식 Mustang,16
2411,라세티 프리미어,5
2412,재규어 F-TYPE,30
2413,1290 SUPER ADVENTURE 2015,33
2414,XP530-TMAX,11
2415,BMW 320d xDrive Touring,4
2416,SM3 Z.E(전기차),31
2417,540i xDrive,4
2418,Peugeot 508 2.0 BlueHDi,25
2419,DS7 Crossback 2.0 BlueHDi,25
2420,Citroen Grand C4 Picasso 2.0 BlueHDi,25
2421,Citreon C4 Picasso 2.0 Blue-HDi,25
2422,"S 400 4MATIC Coupe, S 450 4MATIC Coupe",1
2423,718카이맨,9
2424,C 200 4Matic,1
2425,C 350 E,1
2426,C 200 KOMPRESSOR,1
2427,C 230,1
2428,2019년식 Mustang,16
2429,GLE 450 4MATIC,1
2430,GLE 400 d 4MATIC,1
2431,GLE 300 d 4MATIC,1
2432,AMG E 43 4MATIC,1
2433,E 400,1
2434,S 560,1
2435,Scirocco GP,18
2436,Golf Cabrio A6 2.0 TDI,18
2437,Scirocco R 2.0 TSI,18
2438,A7 55 TDI quattro,18
2439,A7 45(3.0) TDI quattro,18
2440,A6 45(3.0) TDI quattro,18
2441,A6 35(2.0) TDI,18
2442,Metropolis 400,3
2443,Z4 xDrive 20i,4
2444,X7 xDrive30d,4
2445,A3 40 TFSI Premium,18
2446,A8 50 TFSI LWB qu.,18
2447,A7 50 TFSI qu.,18
2448,A6 50 TFSI qu.,18
2449,BONEVILLE T100,58
2450,BONEVILLE T120,58
2451,STREET SCRAMBLER,58
2452,STREET TWIN,58
2453,PCX,27
2454,렉서스 LS500h AWD,26
2455,렉서스 LS500h 2WD,26
2456,렉서스 LS500 AWD,26
2457,페라리 488 GTB,7
2458,페라리 488 Pista,7
2459,페라리 488 Spider,7
2460,페라리 812Superfast,7
2461,페라리 GTC4Lusso,7
2462,페라리 GTC4Lusso T,7
2463,페라리 458 Speciale A,7
2464,페라리 캘리포니아 T,7
2465,페라리 F12tdf,7
2466,페라리 458 Italia,7
2467,페라리 458 Spider,7
2468,페라리 458 Speciale,7
2469,E 220 d 4MATIC,1
2470,재규어 F-PACE,30
2471,재규어 XE,30
2472,C650Sport,20
2473,C600Sport,20
2474,318d,4
2475,318d Touring,4
2476,330xi,4
2477,Z4 3.0i,4
2478,SM6 1.5 dCi(디젤),31
2479,SM6 2.0 LPe(LPG),31
2480,SM6 1.6 TCe(가솔린 터보),31
2481,SM6 2.0 GDe(가솔린),31
2482,TT Coupe 45 TFSI qu.,18
2483,TT Roadster 45 TFSI qu.,18
2484,TTS Coupe TFSI qu.,18
2485,Jetta 1.6 TDI BM,18
2486,가야르도 스파이더,18
2487,가야르도 쿠페,18
2488,FE 카고,24
2489,Peugeot 508 1.5 BlueHDi,25
2490,Peugeot 3008 1.5 BlueHDi,25
2491,Peugeot 308 1.5 BlueHDi,25
2492,Citroen C4 Cactus 1.5 BlueHDi,25
2493,XC90(16년식),14
2494,AMG E 53 4MATIC+ Coupe,1
2495,AMG GT 43 4MATIC+,1
2496,AMG GT 450 4MATIC,1
2497,AMG GT 53 4MATIC+,1
2498,A 220,1
2499,i3 94ah LCI,4
2500,AMG E 53 4MATIC+ Cabriolet,1
2501,"티볼리, 티볼리에어",38
2502,TGM/TGS/ TGX,17
2503,XG750A,6
2504,C 63 AMG,1
2505,BURGMAN200 ABS,21
2506,니로 (DE PE),19
2507,아이오닉 (AE PE),10
2508,G90 (HI PE),10
2509,Sprinter,39
2510,Unimog,39
2511,Peugeot 2008 1.5 BlueHDi,25
2512,Citroen C3 Aircross 1.5 BlueHDi,25
2513,Peugeot 508 GT 2.0 BlueHDi,25
2514,Peugeot 508SW 2.0 BlueHDi,25
2515,Peugeot 508SW 1.5 BlueHDi,25
2516,재규어 I-PACE,30
2517,레스타,42
2518,X7 xDrive40i,4
2519,X7 M50d,4
2520,CRF250RLA,27
2521,CBF300NA,27
2522,르노 마스터(Van),31
2523,렉서스 GS450h,26
2524,렉서스 GS250,26
2525,렉서스 GS200t,26
2526,렉서스 GS-F,26
2527,C 220 BLUETEC/C 220d,1
2528,CZD300-XMAX,11
2529,2014MY Explorer,16
2530,그란투리스모 MC,7
2531,그란투리스모 Sport,7
2532,그란카브리오 Sport,7
2533,2016-2017년식 Mondeo,16
2534,G80(DH),10
2535,EQ900(HI),10
2536,BMW 535i,4
2537,BMW 535i GT,4
2538,BMW 535i xDrive,4
2539,BMW 535i xDrive GT,4
2540,2017-2019년식 Continental,16
2541,올뉴 말리부,5
2542,BMW 320d ED,4
2543,MINI John Cooper Works Coupe,4
2544,BMW i3,4
2545,BMW GT 30d xDrive,4
2546,BMW 750Li xDrive,4
2547,BMW 640i Convertible,4
2548,BMW 528i xDrive,4
2549,K5(JF),19
2550,i8 Roadster,4
2551,Panigale V4 R,8
2552,Peugeot 2008 Allure 1.6 BlueHDi (ML/G),25
2553,마이티(QT),10
2554,기블리 디젤,7
2555,르반떼 트로페오,7
2556,토요타 프리우스 C,26
2557,토요타 RAV4 하이브리드 2WD,26
2558,토요타 RAV4 하이브리드 AWD,26
2559,토요타 캠리 하이브리드,26
2560,렉서스 UX250h 2WD,26
2561,렉서스 UX250h AWD,26
2562,토요타 캠리,26
2563,Q3 35 TDI qu. Sport,18
2564,Q3 35 TDI qu. Design,18
2565,페라리 F12 tdf,7
2566,Citroen C5 Aircross 1.5 BlueHDi,25
2567,GLS 400 d 4MATIC,1
2568,GLE 300 d 4Matic,1
2569,코란도,38
2570,2015년 MKZ,16
2571,2015년 Fusion,16
2572,K7(YG PE),19
2573,티볼리(G1.5 GDI),38
2574,M340i,4
2575,i3 120ah,4
2576,Passat GT 2.0 TDI,18
2577,E 63 AMG,1
2578,E 200 CGI,1
2579,ML 300 CDI 4MATIC,1
2580,ML 63 AMG 4MATIC,1
2581,베뉴,10
2582,인정18㎥덤프트레일러,50
2583,레인지로버 이보크 D150,30
2584,Senna,51
2585,레인지로버 이보크 P300,30
2586,레인지로버 이보크 P250,30
2587,레인지로버 이보크 P200,30
2588,레인지로버 이보크 D180,30
2589,Sprinter(스프린터),39
2590,스프린터(Sprinter),39
2591,SLS AMG,1
2592,SLS AMG Roadster,1
2593,캐딜락 ESCALADE,2
2594,XC60 D5(18년식),14
2595,XC60 D5(19년식),14
2596,Gran Turismo EfficientDynamics Edition,4
2597,X4 xDrive20i,4
2598,Cooper D Paceman ALL4,4
2599,Cooper SD Paceman,4
2600,Cooper SD Paceman ALL4,4
2601,Cooper SD Coupe,4
2602,Cooper D Countryman,4
2603,Cooper D Countryman ALL4,4
2604,Cooper D Clubman,4
2605,Cooper D,4
2606,Cooper SD Clubman,4
2607,Cooper D Paceman,4
2608,Cooper SD,4
2609,Gran Turismo 20d,4
2610,Cooper D five-door,4
2611,Cooper SD Countryman ALL4,4
2612,Cooper SD Countryman,4
2613,Cooper SD five-door,4
2614,쏘나타 하이브리드,10
2615,CLS 300 d,1
2616,AMG GT,1
2617,EQC 400 4MATIC,1
2618,CLS 450 4MATIC,1
2619,E 350 d,1
2620,CR-Z,23
2621,팰리세이드(LX2),10
2622,C400X,20
2623,C400GT,20
2624,2016년식 MKX,16
2625,2016년식 MKZ,16
2626,2015년식 Mondeo,16
2627,330i xDrive,4
2628,316TI,4
2629,323CI,4
2630,318TI,4
2631,2020MY Explorer,16
2632,그랜저하이브리드(IG HEV),10
2633,2020MY Aviator,16
2634,1299 Superleggera,8
2635,1299 Panigale R Final Edition,8
2636,아벤타도르 S 로드스터,18
2637,아벤타도르 S 쿠페,18
2638,A3 35 TFSI,18
2639,A3 Sportback e-tron,18
2640,S3,18
2641,DS3 Crossback 1.5 BlueHDi,25
2642,V90CC,14
2643,SL 400,1
2644,렉서스 CT200h,26
2645,스카니아트랙터,47
2646,스카니아카고트럭,47
2647,AK550i,58
2648,박스터 / 카이맨,9
2649,Peugeot 5008 1.6 BlueHDi,25
2650,Peugeot 5008 1.5 BlueHDi,25
2651,Lion’s City CNG,17
2652,HYP950 SP,8
2653,HYP950,8
2654,큐브,13
2655,BMW Z4,4
2656,스프린터 2세대,39
2657,스프린터 3세대,39
2658,디스커버리 스포츠 P250,30
2659,디스커버리 스포츠 TD4 180PS,30
2660,디스커버리 스포츠 TD4 150PS,30
2661,디스커버리 스포츠 2.0D,30
2662,재규어 E-PACE D150,30
2663,재규어 E-PACE P200,30
2664,재규어 E-PACE P300,30
2665,재규어 E-PACE P250,30
2666,재규어 E-PACE D240,30
2667,재규어 E-PACE D180,30
2668,K1600B,20
2669,마이티 내로우,10
2670,쏠라티,10
2671,그랜드스타렉스(TQ) 밴,10
2672,그랜드스타렉스(TQ) 왜건 9인승,10
2673,그랜드스타렉스(TQ) 왜건 11인승,10
2674,포터2(HR),10
2675,봉고3(PU),19
2676,ROADMASTER CLASSIC,28
2677,CHIEFTAIN LIMITED,28
2678,CHIEFTAIN DARK HORSE,28
2679,CHEIF VINTAGE,28
2680,BMW M8 Competition,4
2681,2017년식 Explorer,16
2682,MTS1260,8
2683,쏘나타(DN8),10
2684,TGS 카고,17
2685,C 200 CGI,1
2686,2015-2018년식 Mondeo,16
2687,BMW 323i,4
2688,BMW 325I,4
2689,BMW 323Ci,4
2690,BMW 328Ci,4
2691,BMW 325Ci,4
2692,BMW 330Ci,4
2693,BMW 328i,4
2694,BMW 318iA,4
2695,BMW 316i,4
2696,BMW 325Xi,4
2697,BMW 528i,4
2698,BMW 330Xi,4
2699,BMW X5 xDrive 48i,4
2700,BMW 3125Ci,4
2701,SPEED TWIN,58
2702,THRUXTON TFC,58
2703,THRUXTON R,58
2704,아반떼(HD),10
2705,AMG GT 63 S 4MATIC+,1
2706,AMG GT 63 4MATIC+,1
2707,500,15
2708,GV80(JX),10
2709,Jetta 2.0 TDI BMT,18
2710,AMG S 63 4MATIC+ Coupe,1
2711,AMG S 63 4MATIC+ Cabriolet,1
2712,AMG S 63 4MATIC+ Long,1
2713,AMG G 63 4x4 2850,1
2714,HJ100T-7C,59
2715,AMG GLC 63 S 4MATIC,1
2716,AMG CLS 53 4MATIC+,1
2717,AMG E 53 4MATIC+,1
2718,E 300 e,1
2719,E 300 e 4MATIC,1
2720,E 450 4MATIC,1
2721,AMG GLC 63 4MATIC,1
2722,XP530D-A(T-MAX DX),11
2723,Citroen C4 New Cactus 1.5 BlueHDi,25
2724,Citroen Grand C4 Spacetourer 1.5 BlueHDi,25
2725,Q3 35 TDI/Premium,18
2726,A7 55 TFSI qu. Premium,18
2727,A7 50 TDI qu. Premium,18
2728,A8 55 TFSI LWB qu.,18
2729,A8 50 TDI LWB qu.,18
2730,A6 45 TFSI qu. Premium,18
2731,A6 45 TFSI qu.,18
2732,A6 45 TDI qu. Premium,18
2733,A6 40 TDI qu. Premium,18
2734,A6 40 TDI Premium,18
2735,A6 40 TDI,18
2736,Q5 40 TDI qu./ Premium,18
2737,Q5 45 TFSI qu./ Premium,18
2738,Q5 50 TDI qu. Premium,18
2739,BMW X6 xDrive40i,4
2740,BMW M6 Gran Coupe,4
2741,콰트로포르테 디젤,7
2742,S90L,14
2743,볼트 EV,5
2744,TGL,17
2745,TGM,17
2746,BMW 840d xDrive,4
2747,BMW 840i xDrive,4
2748,BMW M8,4
2749,BMW X3 M,4
2750,BMW X3 xDrive30e,4
2751,BMW X4 M,4
2752,BMW X4 xDrive20i,4
2753,BMW X4 M40d,4
2754,디스커버리 스포츠 2.2D,30
2755,C 180 BlueEFFICIENCY,1
2756,E 400 BlueEFFICIENCY Cabrioloet,1
2757,C 220 CDI Coupe,1
2758,C 180 BlueEFFICIENCY Coupe,1
2759,GLK 250 4MATIC,1
2760,E 200 BlueEFFICIENCY Coupe,1
2761,E 350 BlueEFFICIENCY Coupe,1
2762,E 400 BlueEFFICIENCY Coupe,1
2763,E 200 BlueEFFICIENCY Cabrioloet,1
2764,E 350 BlueEFFICIENCY Cabrioloet,1
2765,GV80(JX1),10
2766,벤틀리 벤테이가,18
2767,GV80 (JX1),10
2768,그랜져 (IG PE),10
2769,쏘나타 (DN8),10
2770,K5 (DL3),19
2771,체어맨,38
